series,episode,baker_first_name,baker_last_name,baker_age,baker_occupation,hometown,signature_bake,show_stopper,technical,result,series_views
7,7,Kate,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7,Lee,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7,Louise,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7,Michael,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7,Rav,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7,Val,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,8,Andrew,NA,NA,NA,NA,NA,NA,2,IN,NA
7,8,Jane,NA,NA,NA,NA,NA,NA,5,IN,NA
7,8,Selasi,NA,NA,NA,NA,NA,NA,3,IN,NA
7,8,Benjamina,NA,NA,NA,NA,NA,NA,4,OUT,NA
7,8,Candice,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
7,8,Kate,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,8,Lee,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,8,Louise,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,8,Michael,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,8,Rav,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,8,Tom,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,8,Val,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,9,Candice,NA,NA,NA,NA,NA,NA,3,IN,NA
7,9,Jane,NA,NA,NA,NA,NA,NA,1,IN,NA
7,9,Selasi,NA,NA,NA,NA,NA,NA,4,OUT,NA
7,9,Andrew,NA,NA,NA,NA,NA,NA,2,STAR BAKER,NA
7,9,Benjamina,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,9,Kate,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,9,Lee,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,9,Louise,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,9,Michael,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,9,Rav,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,9,Tom,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,9,Val,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,10,Andrew,NA,NA,NA,NA,NA,NA,1,Runner-up,NA
7,10,Jane,NA,NA,NA,NA,NA,NA,3,Runner-up,NA
7,10,Candice,NA,NA,NA,NA,NA,NA,2,STAR BAKER,NA
7,10,Benjamina,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,10,Kate,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,10,Lee,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,10,Louise,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,10,Michael,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,10,Rav,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,10,Selasi,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,10,Tom,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,10,Val,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1,Chris,NA,NA,NA,NA,NA,NA,12,IN,NA
8,1,Flo,NA,NA,NA,NA,NA,NA,9,IN,NA
8,1,James,NA,NA,NA,NA,NA,NA,2,IN,NA
8,1,Julia,NA,NA,NA,NA,NA,NA,3,IN,NA
8,1,Kate,NA,NA,NA,NA,NA,NA,1,IN,NA
8,1,Liam,NA,NA,NA,NA,NA,NA,8,IN,NA
8,1,Sophie,NA,NA,NA,NA,NA,NA,5,IN,NA
8,1,Stacey,NA,NA,NA,NA,NA,NA,11,IN,NA
8,1,Tom,NA,NA,NA,NA,NA,NA,7,IN,NA
8,1,Yan,NA,NA,NA,NA,NA,NA,4,IN,NA
8,1,Peter,NA,NA,NA,NA,NA,NA,10,OUT,NA
8,1,Steven,NA,NA,NA,NA,NA,NA,6,STAR BAKER,NA
8,2,Flo,NA,NA,NA,NA,NA,NA,10,IN,NA
8,2,James,NA,NA,NA,NA,NA,NA,3,IN,NA
8,2,Julia,NA,NA,NA,NA,NA,NA,4,IN,NA
8,2,Kate,NA,NA,NA,NA,NA,NA,8,IN,NA
8,2,Liam,NA,NA,NA,NA,NA,NA,7,IN,NA
8,2,Sophie,NA,NA,NA,NA,NA,NA,2,IN,NA
8,2,Stacey,NA,NA,NA,NA,NA,NA,9,IN,NA
8,2,Tom,NA,NA,NA,NA,NA,NA,5,IN,NA
8,2,Yan,NA,NA,NA,NA,NA,NA,1,IN,NA
8,2,Chris,NA,NA,NA,NA,NA,NA,11,OUT,NA
8,2,Steven,NA,NA,NA,NA,NA,NA,6,STAR BAKER,NA
8,2,Peter,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3,James,NA,NA,NA,NA,NA,NA,9,IN,NA
8,3,Kate,NA,NA,NA,NA,NA,NA,10,IN,NA
8,3,Liam,NA,NA,NA,NA,NA,NA,5,IN,NA
8,3,Sophie,NA,NA,NA,NA,NA,NA,6,IN,NA
8,3,Stacey,NA,NA,NA,NA,NA,NA,1,IN,NA
8,3,Steven,NA,NA,NA,NA,NA,NA,3,IN,NA
8,3,Tom,NA,NA,NA,NA,NA,NA,4,IN,NA
8,3,Yan,NA,NA,NA,NA,NA,NA,8,IN,NA
8,3,Flo,NA,NA,NA,NA,NA,NA,7,OUT,NA
8,3,Julia,NA,NA,NA,NA,NA,NA,2,STAR BAKER,NA
8,3,Chris,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3,Peter,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,4,James,NA,NA,NA,NA,NA,NA,2,IN,NA
8,4,Julia,NA,NA,NA,NA,NA,NA,9,IN,NA
8,4,Liam,NA,NA,NA,NA,NA,NA,3,IN,NA
8,4,Sophie,NA,NA,NA,NA,NA,NA,4,IN,NA
8,4,Stacey,NA,NA,NA,NA,NA,NA,1,IN,NA
8,4,Steven,NA,NA,NA,NA,NA,NA,7,IN,NA
8,4,Yan,NA,NA,NA,NA,NA,NA,8,IN,NA
8,4,Tom,NA,NA,NA,NA,NA,NA,5,OUT,NA
8,4,Kate,NA,NA,NA,NA,NA,NA,6,STAR BAKER,NA
8,4,Chris,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,4,Flo,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,4,Peter,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,5,Julia,NA,NA,NA,NA,NA,NA,3,IN,NA
8,5,Kate,NA,NA,NA,NA,NA,NA,8,IN,NA
8,5,Liam,NA,NA,NA,NA,NA,NA,2,IN,NA
8,5,Stacey,NA,NA,NA,NA,NA,NA,4,IN,NA
8,5,Steven,NA,NA,NA,NA,NA,NA,5,IN,NA
8,5,Yan,NA,NA,NA,NA,NA,NA,6,IN,NA
8,5,James,NA,NA,NA,NA,NA,NA,7,OUT,NA
8,5,Sophie,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
8,5,Chris,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,5,Flo,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,5,Peter,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,5,Tom,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,Kate,NA,NA,NA,NA,NA,NA,5,IN,NA
8,6,Sophie,NA,NA,NA,NA,NA,NA,2,IN,NA
8,6,Stacey,NA,NA,NA,NA,NA,NA,6,IN,NA
8,6,Steven,NA,NA,NA,NA,NA,NA,3,IN,NA
8,6,Yan,NA,NA,NA,NA,NA,NA,1,IN,NA
8,6,Julia,NA,NA,NA,NA,NA,NA,7,OUT,NA
8,6,Liam,NA,NA,NA,NA,NA,NA,4,STAR BAKER,NA
8,6,Chris,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,Flo,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,James,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,Peter,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,Tom,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Kate,NA,NA,NA,NA,NA,NA,6,IN,NA
8,7,Liam,NA,NA,NA,NA,NA,NA,2,IN,NA
8,7,Sophie,NA,NA,NA,NA,NA,NA,3,IN,NA
8,7,Stacey,NA,NA,NA,NA,NA,NA,4,IN,NA
8,7,Yan,NA,NA,NA,NA,NA,NA,5,OUT,NA
8,7,Steven,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
8,7,Chris,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Flo,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,7,James,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Julia,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Peter,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Tom,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Kate,NA,NA,NA,NA,NA,NA,2,IN,NA
8,8,Sophie,NA,NA,NA,NA,NA,NA,4,IN,NA
8,8,Steven,NA,NA,NA,NA,NA,NA,1,IN,NA
8,8,Liam,NA,NA,NA,NA,NA,NA,5,OUT,NA
8,8,Stacey,NA,NA,NA,NA,NA,NA,3,STAR BAKER,NA
8,8,Chris,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Flo,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,8,James,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Julia,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Peter,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Tom,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Yan,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Kate,NA,NA,NA,NA,NA,NA,4,IN,NA
8,9,Steven,NA,NA,NA,NA,NA,NA,3,IN,NA
8,9,Stacey,NA,NA,NA,NA,NA,NA,2,OUT,NA
8,9,Sophie,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
8,9,Chris,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Flo,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,9,James,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Julia,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Liam,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Peter,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Tom,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Yan,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Kate,NA,NA,NA,NA,NA,NA,3,Runner-up,NA
8,10,Steven,NA,NA,NA,NA,NA,NA,1,Runner-up,NA
8,10,Sophie,NA,NA,NA,NA,NA,NA,2,STAR BAKER,NA
8,10,Chris,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Flo,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,10,James,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Julia,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Liam,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Peter,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Stacey,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Tom,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Yan,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1,Antony,NA,NA,NA,NA,NA,NA,12,IN,NA
9,1,Briony,NA,NA,NA,NA,NA,NA,2,IN,NA
9,1,Dan,NA,NA,NA,NA,NA,NA,4,IN,NA
9,1,Jon,NA,NA,NA,NA,NA,NA,5,IN,NA
9,1,Karen,NA,NA,NA,NA,NA,NA,6,IN,NA
9,1,Kim-Joy,NA,NA,NA,NA,NA,NA,10,IN,NA
9,1,Luke,NA,NA,NA,NA,NA,NA,8,IN,NA
9,1,Rahul,NA,NA,NA,NA,NA,NA,7,IN,NA
9,1,Ruby,NA,NA,NA,NA,NA,NA,1,IN,NA
9,1,Terry,NA,NA,NA,NA,NA,NA,9,IN,NA
9,1,Imelda,NA,NA,NA,NA,NA,NA,11,OUT,NA
9,1,Manon,NA,NA,NA,NA,NA,NA,3,STAR BAKER,NA
9,2,Antony,NA,NA,NA,NA,NA,NA,9,IN,NA
9,2,Briony,NA,NA,NA,NA,NA,NA,5,IN,NA
9,2,Dan,NA,NA,NA,NA,NA,NA,3,IN,NA
9,2,Jon,NA,NA,NA,NA,NA,NA,1,IN,NA
9,2,Karen,NA,NA,NA,NA,NA,NA,11,IN,NA
9,2,Kim-Joy,NA,NA,NA,NA,NA,NA,4,IN,NA
9,2,Manon,NA,NA,NA,NA,NA,NA,6,IN,NA
9,2,Ruby,NA,NA,NA,NA,NA,NA,10,IN,NA
9,2,Terry,NA,NA,NA,NA,NA,NA,8,IN,NA
9,2,Luke,NA,NA,NA,NA,NA,NA,7,OUT,NA
9,2,Rahul,NA,NA,NA,NA,NA,NA,2,STAR BAKER,NA
9,2,Imelda,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,3,Briony,NA,NA,NA,NA,NA,NA,9,IN,NA
9,3,Dan,NA,NA,NA,NA,NA,NA,6,IN,NA
9,3,Jon,NA,NA,NA,NA,NA,NA,2,IN,NA
9,3,Karen,NA,NA,NA,NA,NA,NA,5,IN,NA
9,3,Kim-Joy,NA,NA,NA,NA,NA,NA,10,IN,NA
9,3,Manon,NA,NA,NA,NA,NA,NA,3,IN,NA
9,3,Ruby,NA,NA,NA,NA,NA,NA,7,IN,NA
9,3,Terry,NA,NA,NA,NA,NA,NA,1,IN,NA
9,3,Antony,NA,NA,NA,NA,NA,NA,8,OUT,NA
9,3,Rahul,NA,NA,NA,NA,NA,NA,4,STAR BAKER,NA
9,3,Imelda,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,3,Luke,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,Terry,NA,NA,NA,NA,NA,NA,NA,[a],NA
9,4,Briony,NA,NA,NA,NA,NA,NA,5,IN,NA
9,4,Jon,NA,NA,NA,NA,NA,NA,3,IN,NA
9,4,Karen,NA,NA,NA,NA,NA,NA,7,IN,NA
9,4,Kim-Joy,NA,NA,NA,NA,NA,NA,6,IN,NA
9,4,Manon,NA,NA,NA,NA,NA,NA,8,IN,NA
9,4,Rahul,NA,NA,NA,NA,NA,NA,4,IN,NA
9,4,Ruby,NA,NA,NA,NA,NA,NA,2,IN,NA
9,4,Dan,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
9,4,Antony,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,Imelda,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,Luke,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,5,Briony,NA,NA,NA,NA,NA,NA,6,IN,NA
9,5,Dan,NA,NA,NA,NA,NA,NA,2,IN,NA
9,5,Jon,NA,NA,NA,NA,NA,NA,7,IN,NA
9,5,Manon,NA,NA,NA,NA,NA,NA,5,IN,NA
9,5,Rahul,NA,NA,NA,NA,NA,NA,3,IN,NA
9,5,Ruby,NA,NA,NA,NA,NA,NA,1,IN,NA
9,5,Karen,NA,NA,NA,NA,NA,NA,9,OUT,NA
9,5,Terry,NA,NA,NA,NA,NA,NA,8,OUT,NA
9,5,Kim-Joy,NA,NA,NA,NA,NA,NA,4,STAR BAKER,NA
9,5,Antony,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,5,Imelda,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,5,Luke,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,Jon,NA,NA,NA,NA,NA,NA,2,IN,NA
9,6,Kim-Joy,NA,NA,NA,NA,NA,NA,5,IN,NA
9,6,Manon,NA,NA,NA,NA,NA,NA,4,IN,NA
9,6,Rahul,NA,NA,NA,NA,NA,NA,3,IN,NA
9,6,Ruby,NA,NA,NA,NA,NA,NA,7,IN,NA
9,6,Dan,NA,NA,NA,NA,NA,NA,6,OUT,NA
9,6,Briony,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
9,6,Antony,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,Imelda,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,Karen,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,Luke,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,Terry,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,7,Briony,NA,NA,NA,NA,NA,NA,5,IN,NA
9,7,Manon,NA,NA,NA,NA,NA,NA,2,IN,NA
9,7,Rahul,NA,NA,NA,NA,NA,NA,1,IN,NA
9,7,Ruby,NA,NA,NA,NA,NA,NA,3,IN,NA
9,7,Jon,NA,NA,NA,NA,NA,NA,4,OUT,NA
9,7,Kim-Joy,NA,NA,NA,NA,NA,NA,6,STAR BAKER,NA
9,7,Antony,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,7,Dan,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,7,Imelda,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,7,Karen,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,7,Luke,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,7,Terry,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Briony,NA,NA,NA,NA,NA,NA,1,IN,NA
9,8,Kim-Joy,NA,NA,NA,NA,NA,NA,2,IN,NA
9,8,Rahul,NA,NA,NA,NA,NA,NA,5,IN,NA
9,8,Manon,NA,NA,NA,NA,NA,NA,4,OUT,NA
9,8,Ruby,NA,NA,NA,NA,NA,NA,3,STAR BAKER,NA
9,8,Antony,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Dan,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Imelda,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Jon,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Karen,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Luke,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,Terry,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Kim-Joy,NA,NA,NA,NA,NA,NA,2,IN,NA
9,9,Rahul,NA,NA,NA,NA,NA,NA,4,IN,NA
9,9,Briony,NA,NA,NA,NA,NA,NA,3,OUT,NA
9,9,Ruby,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
9,9,Antony,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Dan,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Imelda,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Jon,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Karen,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Luke,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Manon,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,9,Terry,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Kim-Joy,NA,NA,NA,NA,NA,NA,1,Runner-up,NA
9,10,Ruby,NA,NA,NA,NA,NA,NA,3,Runner-up,NA
9,10,Rahul,NA,NA,NA,NA,NA,NA,2,STAR BAKER,NA
9,10,Antony,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Briony,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Dan,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Imelda,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Jon,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Karen,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Luke,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Manon,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,10,Terry,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1,Alice,NA,NA,NA,NA,NA,NA,5,IN,NA
10,1,Amelia,NA,NA,NA,NA,NA,NA,4,IN,NA
10,1,David,NA,NA,NA,NA,NA,NA,10,IN,NA
10,1,Helena,NA,NA,NA,NA,NA,NA,12,IN,NA
10,1,Henry,NA,NA,NA,NA,NA,NA,1,IN,NA
10,1,Jamie,NA,NA,NA,NA,NA,NA,13,IN,NA
10,1,Michael,NA,NA,NA,NA,NA,NA,11,IN,NA
10,1,Phil,NA,NA,NA,NA,NA,NA,8,IN,NA
10,1,Priya,NA,NA,NA,NA,NA,NA,7,IN,NA
10,1,Rosie,NA,NA,NA,NA,NA,NA,2,IN,NA
10,1,Steph,NA,NA,NA,NA,NA,NA,3,IN,NA
10,1,Dan,NA,NA,NA,NA,NA,NA,9,OUT,NA
10,1,Michelle,NA,NA,NA,NA,NA,NA,6,STAR BAKER,NA
10,2,Amelia,NA,NA,NA,NA,NA,NA,9,IN,NA
10,2,David,NA,NA,NA,NA,NA,NA,2,IN,NA
10,2,Helena,NA,NA,NA,NA,NA,NA,12,IN,NA
10,2,Henry,NA,NA,NA,NA,NA,NA,6,IN,NA
10,2,Michael,NA,NA,NA,NA,NA,NA,4,IN,NA
10,2,Michelle,NA,NA,NA,NA,NA,NA,8,IN,NA
10,2,Phil,NA,NA,NA,NA,NA,NA,3,IN,NA
10,2,Priya,NA,NA,NA,NA,NA,NA,7,IN,NA
10,2,Rosie,NA,NA,NA,NA,NA,NA,5,IN,NA
10,2,Steph,NA,NA,NA,NA,NA,NA,10,IN,NA
10,2,Jamie,NA,NA,NA,NA,NA,NA,11,OUT,NA
10,2,Alice,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
10,2,Dan,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,3,Alice,NA,NA,NA,NA,NA,NA,7,IN,NA
10,3,David,NA,NA,NA,NA,NA,NA,2,IN,NA
10,3,Helena,NA,NA,NA,NA,NA,NA,8,IN,NA
10,3,Henry,NA,NA,NA,NA,NA,NA,1,IN,NA
10,3,Michelle,NA,NA,NA,NA,NA,NA,5,IN,NA
10,3,Phil,NA,NA,NA,NA,NA,NA,10,IN,NA
10,3,Priya,NA,NA,NA,NA,NA,NA,4,IN,NA
10,3,Rosie,NA,NA,NA,NA,NA,NA,9,IN,NA
10,3,Steph,NA,NA,NA,NA,NA,NA,3,IN,NA
10,3,Amelia,NA,NA,NA,NA,NA,NA,11,OUT,NA
10,3,Michael,NA,NA,NA,NA,NA,NA,6,STAR BAKER,NA
10,3,Dan,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,3,Jamie,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,4,Alice,NA,NA,NA,NA,NA,NA,8,IN,NA
10,4,David,NA,NA,NA,NA,NA,NA,2,IN,NA
10,4,Helena,NA,NA,NA,NA,NA,NA,9,IN,NA
10,4,Henry,NA,NA,NA,NA,NA,NA,3,IN,NA
10,4,Michael,NA,NA,NA,NA,NA,NA,7,IN,NA
10,4,Michelle,NA,NA,NA,NA,NA,NA,5,IN,NA
10,4,Priya,NA,NA,NA,NA,NA,NA,10,IN,NA
10,4,Rosie,NA,NA,NA,NA,NA,NA,4,IN,NA
10,4,Phil,NA,NA,NA,NA,NA,NA,6,OUT,NA
10,4,Steph,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
10,4,Amelia,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,4,Dan,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,4,Jamie,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,5,Alice,NA,NA,NA,NA,NA,NA,6,IN,NA
10,5,David,NA,NA,NA,NA,NA,NA,9,IN,NA
10,5,Henry,NA,NA,NA,NA,NA,NA,3,IN,NA
10,5,Michael,NA,NA,NA,NA,NA,NA,8,IN,NA
10,5,Priya,NA,NA,NA,NA,NA,NA,2,IN,NA
10,5,Rosie,NA,NA,NA,NA,NA,NA,5,IN,NA
10,5,Helena,NA,NA,NA,NA,NA,NA,1,OUT,NA
10,5,Michelle,NA,NA,NA,NA,NA,NA,7,OUT,NA
10,5,Steph,NA,NA,NA,NA,NA,NA,4,STAR BAKER,NA
10,5,Amelia,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,5,Dan,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,5,Jamie,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,5,Phil,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6,Alice,NA,NA,NA,NA,NA,NA,1,IN,NA
10,6,David,NA,NA,NA,NA,NA,NA,2,IN,NA
10,6,Henry,NA,NA,NA,NA,NA,NA,4,IN,NA
10,6,Michael,NA,NA,NA,NA,NA,NA,6,IN,NA
10,6,Rosie,NA,NA,NA,NA,NA,NA,5,IN,NA
10,6,Priya,NA,NA,NA,NA,NA,NA,7,OUT,NA
10,6,Steph,NA,NA,NA,NA,NA,NA,3,STAR BAKER,NA
10,6,Amelia,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6,Dan,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6,Helena,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6,Jamie,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6,Michelle,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6,Phil,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Alice,NA,NA,NA,NA,NA,NA,6,IN,NA
10,7,David,NA,NA,NA,NA,NA,NA,2,IN,NA
10,7,Rosie,NA,NA,NA,NA,NA,NA,1,IN,NA
10,7,Steph,NA,NA,NA,NA,NA,NA,4,IN,NA
10,7,Michael,NA,NA,NA,NA,NA,NA,5,OUT,NA
10,7,Henry,NA,NA,NA,NA,NA,NA,3,STAR BAKER,NA
10,7,Amelia,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Dan,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Helena,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Jamie,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Michelle,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Phil,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,7,Priya,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Alice,NA,NA,NA,NA,NA,NA,3,IN,NA
10,8,David,NA,NA,NA,NA,NA,NA,1,IN,NA
10,8,Rosie,NA,NA,NA,NA,NA,NA,2,IN,NA
10,8,Henry,NA,NA,NA,NA,NA,NA,5,OUT,NA
10,8,Steph,NA,NA,NA,NA,NA,NA,4,STAR BAKER,NA
10,8,Amelia,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Dan,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Helena,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Jamie,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Michael,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Michelle,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Phil,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,Priya,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,9,David,NA,NA,NA,NA,NA,NA,2,IN,NA
10,9,Steph,NA,NA,NA,NA,NA,NA,3,IN,NA
10,9,Rosie,NA,NA,NA,NA,NA,NA,1,OUT,NA
10,9,Alice,NA,NA,NA,NA,NA,NA,4,STAR BAKER,NA
10,9,Amelia,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Dan,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Helena,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Henry,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Jamie,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,9,Michael,NA,NA,NA,NA,NA,NA,NA,NA,NA
